Label,ticker,date,time,headline,close
0,AMZN,20/09/2021,10:31AM,Why Rocket Lab is the best space asset to hit the market over the last year,167.786499
0,AMZN,20/09/2021,09:00AM,Roku unveils Streaming Stick 4K and 4K+ to rival Amazons Fire Stick 4K Max,167.786499
0,AMZN,20/09/2021,08:49AM,AT&T (T) Halves HBO Max Subscription Price to Woo Back Customers,167.786499
0,AMZN,20/09/2021,08:13AM,"Amazon to create 1,500 jobs in UAE this year",167.786499
0,AMZN,20/09/2021,08:00AM,"'Buy Now, Pay Later' Consumer Financing Takes On Credit Cards",167.786499
0,AMZN,20/09/2021,06:54AM,Stock Split Watch: Is Amazon Next?,167.786499
0,AMZN,20/09/2021,06:02AM,Boris Johnson Plans to Confront Amazons Jeff Bezos Over Taxes,167.786499
0,AMZN,20/09/2021,06:00AM,"The Climate Pledge Announces 86 New Signatories, Including Procter & Gamble, HP, and Salesforce, Signaling Their Commitment to Achieving Net-Zero Carbon by 2040 or Sooner",167.786499
0,AMZN,20/09/2021,02:11AM,Amazon Vows Zero Tolerance for Graft After India Probe Report,167.786499
1,AMZN,19/09/2021,11:12PM,Apples Ted Lasso Emmy Wins Give Boost to Streaming Strategy,173.126007
1,AMZN,19/09/2021,09:00PM,Amazon Dials Up Ad Listings In Search Results,173.126007
1,AMZN,19/09/2021,07:24PM,Johnson to Tell Bezos Amazon Must Pay Fair Share of Taxes,173.126007
1,AMZN,19/09/2021,09:45AM,3 Risks to Keep in Mind Before Buying DigitalOcean,173.126007
1,AMZN,19/09/2021,08:45AM,Here's Why Amazon Needs Retail Stores Right Now,173.126007
1,AMZN,19/09/2021,08:00AM,Why Peloton's Future Is Looking Bright,173.126007
1,AMZN,19/09/2021,07:25AM,"$1,000 Invested in These 3 Stocks Could Change Your Life in 20 Years",173.126007
1,AMZN,19/09/2021,07:00AM,This Megacap Is Taking Over the World,173.126007
1,AMZN,19/09/2021,06:45AM,3 5G Stocks to Buy Right Now,173.126007
1,AMZN,19/09/2021,05:51AM,"5 Game-Changing Stocks That Can Turn $200,000 Into $1 Million (or More) in 10 Years",173.126007
1,AMZN,18/09/2021,11:47AM,These 2 Unstoppable Stocks Have Plenty of Room to Run,173.126007
1,AMZN,18/09/2021,10:30AM,These 3 Cathie Wood Stocks Could Give You an Early Retirement,173.126007
1,AMZN,18/09/2021,09:43AM,"Emmy Awards: It's 'Queen's Gambit' vs 'Mare', 'WandaVision' in streaming showdown",173.126007
1,AMZN,18/09/2021,08:05AM,Is GameStop's Big Growth Investment Good News for Shareholders?,173.126007
1,AMZN,18/09/2021,07:30AM,"FTC, Biden Antitrust Enforcement Push Takes On Amazon, Google  And The Supreme Court",173.126007
1,AMZN,18/09/2021,07:30AM,"Why Peloton Is a Great Business Before, During, and Even After the Pandemic",173.126007
1,AMZN,18/09/2021,06:15AM,3 Stocks Cathie Wood Is Buying That Should Be on Your List Too,173.126007
1,AMZN,18/09/2021,06:00AM,Better Buy: Home Depot vs. Lowe's,173.126007
1,AMZN,17/09/2021,05:10PM,Five industries affected by automation right now,173.126007
1,AMZN,17/09/2021,03:55PM,3 No-Brainer Buffett Stocks to Invest $300 in Right Now,173.126007
1,AMZN,17/09/2021,02:22PM,What Amazons $18 average hourly wage means for other employers,173.126007
1,AMZN,17/09/2021,01:20PM,Amazon Confronts Battle With Teamsters in Labor-Friendly Canada,173.126007
1,AMZN,17/09/2021,01:15PM,Fintechs Pose A Threat For Conventional Lenders - Read How,173.126007
1,AMZN,17/09/2021,12:10PM,More Antitrust Concerns for Amazon (AMZN) Investors?,173.126007
1,AMZN,17/09/2021,11:01AM,Amazon Says More Than 1 Million People Applied for Jobs During Career Day Event,173.126007
1,AMZN,17/09/2021,10:46AM,"Uncertainty around taxes could cause stocks to pullback this month, strategist warns",173.126007
1,AMZN,17/09/2021,10:32AM,KKR Lends $469 Million for Amazon Office Tower Outside Seattle,173.126007
1,AMZN,17/09/2021,09:57AM,Girish Kumars TenCore Partners is Investing in These 10 Technology Stocks,173.126007
1,AMZN,17/09/2021,09:34AM,How A.I. will exacerbate inequality between rich & poor: Kai-Fu Lee,173.126007
1,AMZN,17/09/2021,09:16AM,Amazon Facing Teamsters Unionization Push in Canada,173.126007
1,AMZN,17/09/2021,09:06AM,HBO Max slashes prices in limited offer as streaming wars heat up,173.126007
1,AMZN,17/09/2021,09:00AM,HBO Max slashes prices in limited offer as streaming wars heat up,173.126007
1,AMZN,17/09/2021,07:06AM,Exclusive-Amazon faces Teamsters union drive at nine Canadian sites,173.126007
1,AMZN,17/09/2021,06:00AM,How payments should be invented for a fully digital world: David Marcus,173.126007
0,NFLX,22/09/2021,07:07AM,Here's Why Smart Investors Are Buying Netflix Stock,573.140015
0,NFLX,22/09/2021,06:06AM,Netflix announces deal to buy Roald Dahl Story Company,573.140015
0,NFLX,22/09/2021,05:38AM,"Matilda, Willy Wonka join Netflix catalog as it buys Roald Dahl's works",573.140015
0,NFLX,22/09/2021,12:20AM,Philippines lower house approves VAT for big tech firms,573.140015
0,NFLX,21/09/2021,09:47PM,"Hedge Funds Are Buying Netflix, Inc. (NFLX)",573.140015
0,NFLX,21/09/2021,05:13PM,Netflix plans new versions of Roald Dahl stories with takeover deal,573.140015
0,NFLX,21/09/2021,03:14PM,Netflix in talks to buy children's classics author Roald Dahl's works- Bloomberg News,573.140015
0,NFLX,21/09/2021,01:04PM,Why Goldman Sachs just launched this ETF that will rival FAANG stocks,573.140015
0,NFLX,21/09/2021,11:30AM,Here's Why Investors Can Consider Netflix in the Next Market Crash,573.140015
0,NFLX,21/09/2021,10:52AM,Goldman Sachs new ETF targets non-megacap tech stocks around the world,573.140015
0,NFLX,21/09/2021,10:27AM,Netflix (NFLX) Wins Big at Emmy Awards 2021 With The Crown,573.140015
0,NFLX,21/09/2021,07:02AM,Why ViacomCBS Deserves Apathetic Investors' Attention,573.140015
0,NFLX,20/09/2021,08:09PM,Disney Plus Increases Awards Tally at This Year's Emmys,575.429993
0,NFLX,20/09/2021,06:44PM,"Netflix Launches a Totally Free Streaming Plan, Available Only in Kenya for Now",575.429993
0,NFLX,20/09/2021,04:51PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",575.429993
0,NFLX,20/09/2021,04:05PM,Exclusive-Netflix offers free plan in Kenya to entice new subscribers,575.429993
0,NFLX,20/09/2021,01:55PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",575.429993
0,NFLX,20/09/2021,01:29PM,UPDATE 1-Audience for Emmy Awards show rises to 7.4 million,575.429993
0,NFLX,20/09/2021,01:21PM,"The Crown, Ted Lasso Lead Emmys in Streamings Big Night",575.429993
0,NFLX,20/09/2021,10:26AM,"Sears closes final store, Netflix wins big at Emmy Awards",575.429993
0,NFLX,20/09/2021,09:00AM,"Roku Launches New 4K Streaming Stick, Will Add Voice Controls for Netflix and Spotify",575.429993
0,NFLX,20/09/2021,05:09AM,September is starting to stink for the stock market,575.429993
0,NFLX,20/09/2021,05:06AM,"Premarket Movers Monday - Pfizer, Netflix, Li Auto, AstraZeneca",575.429993
0,NFLX,20/09/2021,03:42AM,Disney Slips as Netflix Holds Sway at Emmy Awards,575.429993
0,NFLX,20/09/2021,12:54AM,"Apple joins streaming elite, Netflix crosses milestone with Emmy wins",575.429993
0,NFLX,20/09/2021,12:46AM,"Apple joins streaming elite, Netflix crosses milestone with Emmy wins",575.429993
1,NFLX,19/09/2021,11:12PM,Apples Ted Lasso Emmy Wins Give Boost to Streaming Strategy,589.349976
1,NFLX,19/09/2021,06:30AM,3 Stocks That Could Be Worth $1 Trillion in 10 Years,589.349976
1,NFLX,18/09/2021,03:49PM,Netflix's Day of Reckoning Is Nearing,589.349976
1,NFLX,18/09/2021,11:47AM,These 2 Unstoppable Stocks Have Plenty of Room to Run,589.349976
1,NFLX,18/09/2021,10:05AM,Mark Your Calendar: Netflix Earnings,589.349976
1,NFLX,18/09/2021,09:43AM,"Emmy Awards: It's 'Ted Lasso' vs 'Mare', 'Queen's Gambit' in streaming showdown",589.349976
1,NFLX,18/09/2021,09:27AM,"Hollywood Embraces TikTok Stars for TV, Film Projects",589.349976
1,NFLX,17/09/2021,10:46AM,"Uncertainty around taxes could cause stocks to pullback this month, strategist warns",589.349976
1,NFLX,17/09/2021,09:50AM,9 Tech and Software Stocks to Buy According to Hamilton Helmers Strategy Capital,589.349976
1,NFLX,17/09/2021,09:08AM,Soviet chess legend sues Netflix for 'sexist' line in Queen's Gambit show,589.349976
1,NFLX,16/09/2021,05:45PM,Netflix (NFLX) Gains As Market Dips: What You Should Know,589.349976
1,NFLX,16/09/2021,09:53AM,7 best VPN services for streaming securely in 2021,586.5
1,NFLX,16/09/2021,06:03AM,This Apple Business No One Is Talking About Is Becoming a Powerhouse,586.5
1,NFLX,15/09/2021,04:15PM,Is Roku Stock A Buy Ahead Of Streaming Platform's Q3 Report?,582.869995
1,NFLX,15/09/2021,04:10PM,Is Netflix Stock A Buy Before Video Streamer's Q3 Earnings Report?,582.869995
1,NFLX,15/09/2021,03:50PM,Is Netflix Stock A Buy Before Video Streamer's Q3 Earnings Report?,582.869995
1,NFLX,15/09/2021,02:42PM,Goldman Sachs on Apple: Delta variant will make iPhone sales 'challenging',582.869995
1,NFLX,15/09/2021,01:51PM,When will Amazon stock skyrocket again?,582.869995
1,NFLX,15/09/2021,12:00PM,Netflix to Announce Third-Quarter 2021 Financial Results,582.869995
1,NFLX,15/09/2021,09:54AM,"This analyst says Uber, Netflix are the top tech stocks to buy right now",582.869995
1,NFLX,15/09/2021,09:00AM,ViacomCBS Wants to Lure Big Producers With Ownership Stakes in BET Venture,582.869995
1,NFLX,15/09/2021,07:30AM,Netflixs Sizzle Reel Needs to Impress,582.869995
0,NFLX,14/09/2021,07:30PM,Here's Why Netflix Is More Recession-Proof Than Disney,577.76001
0,NFLX,14/09/2021,10:35AM,ViacomCBS (VIAC) Reorganizes Paramount Pictures Leadership,577.76001
0,NFLX,14/09/2021,09:25AM,"Malwarebytes Privacy VPN review: Meh, that dont impress me much",577.76001
0,NFLX,14/09/2021,02:00AM,Popular Netflix series sparks new debate over S.Korea's military conscription,577.76001
0,NFLX,13/09/2021,01:49PM,"New Study: Merchants Fight Subscription Fatigue With New Features, Flexibility",589.289978
0,NFLX,13/09/2021,09:32AM,Morgan Stanley sees a potential 10% market correction happening soon -- here's why,589.289978
0,NFLX,13/09/2021,08:55AM,Is Netflix Going to Be a Hit?,589.289978
0,NFLX,13/09/2021,05:10AM,Suddenly everyone thinks the stock market is going to plunge,589.289978
0,NFLX,13/09/2021,03:44AM,Sorrell's S4 Capital ups profit outlook as losses widen,589.289978
1,NFLX,12/09/2021,11:25AM,"Tech heavyweights fuel California gubernatorial recall race, but allegiances divided",598.719971
1,NFLX,10/09/2021,05:45PM,Netflix (NFLX) Gains As Market Dips: What You Should Know,598.719971
1,NFLX,10/09/2021,04:33PM,Apple Risks Losing Billions of Dollars Annually From Epic Games Ruling,598.719971
1,NFLX,10/09/2021,04:13PM,Apples App Store Grip Loosened as Judge Raps Pricing Power,598.719971
1,NFLX,10/09/2021,02:03PM,Netflix Stock: Can Streaming Service Hold off Competitors?,598.719971
1,NFLX,10/09/2021,01:13PM,Will FAANG stocks get routed because of the Federal Reserve?,598.719971
1,NFLX,10/09/2021,10:42AM,You should always be expecting a 10% correction in the market: Mike Wilson,598.719971
1,NFLX,10/09/2021,10:28AM,Netflix (NFLX) Inks Multi-Movie Deal With TikToker Addison Rae,598.719971
1,NFLX,09/09/2021,01:40PM,"Apple is spending 'chump change' on original content, and that is big win for Netflix stock: analyst",597.539978
1,NFLX,09/09/2021,12:48PM,Disneys content is superior to Netflix: Analyst,597.539978
1,NFLX,09/09/2021,11:50AM,Best Growth Stocks October 2021,597.539978
1,NFLX,09/09/2021,11:27AM,This One Ad Metric Should Make Roku Stockholders Jump for Joy,597.539978
1,NFLX,09/09/2021,11:15AM,"Bridgerton, Stranger Things are the most important shows for Netflix: analyst",597.539978
1,NFLX,09/09/2021,09:00AM,"Column: As Hulu's price rises, how much is too much for a streaming service?",597.539978
1,NFLX,09/09/2021,09:00AM,"Amazon to Sell a TV Line, Stepping Up Fight With Roku and Google",597.539978
1,NFLX,09/09/2021,09:00AM,3 Top Entertainment Stocks to Watch in September,597.539978
1,NFLX,09/09/2021,06:17AM,4 Stocks Insiders Are Selling,597.539978
0,NFLX,08/09/2021,03:33PM,Apple App Store Changes Fail to Stem Push for Overhaul Bill,606.049988
0,NFLX,08/09/2021,02:56PM,"Stock Picks: Nvidia, Facebook Reveal 7 Telltale Traits Of Top Stocks To Buy And Watch",606.049988
0,NFLX,08/09/2021,02:30PM,Netflix stock has been on a tear  here's why,606.049988
0,NFLX,08/09/2021,11:48AM,Wrong Time to Buy Netflix,606.049988
0,NFLX,08/09/2021,10:48AM,Tech sector has no shortage of opportunities,606.049988
0,NFLX,08/09/2021,10:12AM,How This Social Platform Became The LinkedIn Of The Entertainment World,606.049988
0,NFLX,08/09/2021,08:55AM,Apple stock is up ahead of the iPhone 13 reveal,606.049988
0,NFLX,08/09/2021,08:17AM,"Dow Jones Futures: Apple Leads Market Rally; Tesla China Sales, PayPal Deal, Bitcoin In Focus",606.049988
0,NFLX,08/09/2021,07:21AM,Why Impeachment: American Crime Story Is Not Available to Hulu On-Demand Subscribers,606.049988
0,NFLX,08/09/2021,05:27AM,Netflix Target Up as JPMorgan Sees 'Linear-TV Disruption',606.049988
0,NFLX,08/09/2021,05:00AM,"Big Techs Grip Will Ease as Rivals Grow, LinkedIn Founder Says",606.049988
0,NFLX,08/09/2021,04:03AM,Sorell's S4Capital continues deal spree with Cashmere merger,606.049988
0,NFLX,08/09/2021,01:36AM,The Value and Growth Drivers that Justify Netflix's (NASDAQ:NFLX) Current Valuation,606.049988
1,NFLX,07/09/2021,04:08PM,Netflix Stock Surges Ahead Of Busy Schedule Of New Content Releases,606.710022
1,NFLX,07/09/2021,04:00PM,"US STOCKS-S&P 500 ends down, Big Tech lifts Nasdaq to record",606.710022
1,NFLX,07/09/2021,01:44PM,"Dow Jones Falls 175 Points, But Apple Hits All-Time High; Tesla Up, Bitcoin Tanks 9%",606.710022
1,NFLX,07/09/2021,12:10PM,Why Netflix Shares Are Trading Higher Today,606.710022
1,NFLX,07/09/2021,11:25AM,"Strategist talks Federal Reserve, bonds, and Tesla stock price",606.710022
1,NFLX,07/09/2021,10:36AM,This Analyst Sees 32% Upside In Netflix - Read Why?,606.710022
1,NFLX,07/09/2021,10:05AM,"Dow Jones Today, Stocks Start Lower, But China Names Rally; Tesla Powers Up, Netflix Gets A Lofty Target",606.710022
1,NFLX,07/09/2021,10:02AM,Here's How Far Netflix Stock Can Rally Now,606.710022
1,NFLX,07/09/2021,09:51AM,25 Happiest Countries in the World,606.710022
1,NFLX,07/09/2021,08:45AM,Netflix Stock Attracts Big Money,606.710022
1,NFLX,07/09/2021,08:27AM,"Five Top Stock Gainers for Tuesday: Match, Spotify, Netflix",606.710022
1,NFLX,07/09/2021,04:40AM,"Best free VPN for secure browsing on PC, iPhone, Fire TV stick and more",606.710022
1,NFLX,06/09/2021,11:31AM,15 Fastest Animals in the World,606.710022
1,GOOGL,22/09/2021,08:22AM,3 Top Cloud Computing Stocks to Buy Right Now,139.6465
1,GOOGL,22/09/2021,07:22AM,"5 Unstoppable Trends to Invest $10,000 in Right Now",139.6465
1,GOOGL,22/09/2021,05:01AM,Learn to embrace your digital wallethere are 8 benefits to love,139.6465
1,GOOGL,22/09/2021,12:36AM,"Facebook wraps up deals with Australian media firms, TV broadcaster SBS excluded",139.6465
1,GOOGL,22/09/2021,12:27AM,"Facebook wraps up deals with Australia media firms, TV broadcaster SBS not included",139.6465
1,GOOGL,22/09/2021,12:20AM,Philippines lower house approves VAT for big tech firms,139.6465
1,GOOGL,21/09/2021,08:00PM,Google Drops $2.1 Billion on an Office Building,139.6465
1,GOOGL,21/09/2021,05:50PM,Why Marin Software Stock Is Trading Higher After-Hours Tuesday,139.6465
1,GOOGL,21/09/2021,05:48PM,Epic Won a Small Battle With Apple. Which Tech Giant Will Come Under Fire Next?,139.6465
1,GOOGL,21/09/2021,05:40PM,At What Point Does an Individual Stock Become Too Big a Percentage of Your Portfolio?,139.6465
1,GOOGL,21/09/2021,05:17PM,These Are The Best Robinhood Stocks To Buy Or Watch Now,139.6465
1,GOOGL,21/09/2021,05:00PM,"5 at 5: Your Daily Digest for Real Estate Investing, 9/21/21",139.6465
1,GOOGL,21/09/2021,03:51PM,Hedge Funds Have Never Been This Bullish On Alphabet Inc (GOOGL),139.6465
1,GOOGL,21/09/2021,02:53PM,Epic v. Apple could be a legal marathon as appeals wend through system,139.6465
1,GOOGL,21/09/2021,01:14PM,UPDATE 1-Google to buy more office space in NYC as big tech swoops down on real estate,139.6465
1,GOOGL,21/09/2021,01:06PM,Google Spending More Than $2 Billion on New York City Office Real Estate,139.6465
1,GOOGL,21/09/2021,01:04PM,Why Goldman Sachs just launched this ETF that will rival FAANG stocks,139.6465
1,GOOGL,21/09/2021,12:19PM,Top Communications Stocks for October 2021,139.6465
1,GOOGL,21/09/2021,12:06PM,S&P 500 Ends Lower as China-led Global Growth Worries Persist; Fed Eyed,139.6465
1,GOOGL,21/09/2021,12:05PM,Google to Buy St. Johns Terminal in NYC for $2.1 Billion,139.6465
1,GOOGL,21/09/2021,11:00AM,Good News for Amazon: Ad Prices Are Jumping,139.6465
1,GOOGL,21/09/2021,10:52AM,Goldman Sachs new ETF targets non-megacap tech stocks around the world,139.6465
1,GOOGL,21/09/2021,10:33AM,Google to buy more office space in NYC as big tech swoops down on real estate,139.6465
1,GOOGL,21/09/2021,10:33AM,Google Spends $2.1 Billion for New York Office Building Even as It Embraces Remote Work,139.6465
1,GOOGL,21/09/2021,10:27AM,Google plans to buy office space in New York City for $2.1 bln,139.6465
1,GOOGL,21/09/2021,10:19AM,U.S. Senate panel to vote on 'venue' bill on Thursday,139.6465
1,GOOGL,21/09/2021,09:48AM,Google to purchase Manhattan office building for $2.1 billion,139.6465
1,GOOGL,21/09/2021,08:57AM,Texas Startups Mount Fight Against Abortion BanWithout Big Tech,139.6465
1,GOOGL,21/09/2021,08:45AM,3 Top Artificial Intelligence Stocks to Buy in September,139.6465
1,GOOGL,21/09/2021,08:00AM,Salesforce Combines Slack Into Most Products for Hybrid Work,139.6465
1,GOOGL,21/09/2021,07:55AM,2 Top Software-as-a-Service Stocks to Buy for the Long Haul,139.6465
1,GOOGL,21/09/2021,06:11AM,2 High-Growth Stocks That Wall Street Thinks Are Undervalued,139.6465
1,GOOGL,21/09/2021,05:00AM,Master Google Sheets And Microsoft Excel With This Duo Bundle,139.6465
1,GOOGL,21/09/2021,04:00AM,Googlers Protest Removal of Russian App as Bend to Government,139.6465
0,GOOGL,20/09/2021,05:45PM,Alphabet Inc. (GOOG) Dips More Than Broader Markets: What You Should Know,139.016998
0,GOOGL,20/09/2021,04:37PM,Megacap Tech Selloff Hits $500 Billion Since Nasdaq 100 Peak,139.016998
0,GOOGL,20/09/2021,04:36PM,"Facebook, Alphabet Poised for Bigger Fines Over Russia Content",139.016998
0,GOOGL,20/09/2021,04:14PM,15 Best Stocks to Invest in Today According to David Abrams,139.016998
0,GOOGL,20/09/2021,04:01PM,Warren Buffett says these are the top companies to own  you can buy them now,139.016998
0,GOOGL,20/09/2021,02:52PM,States rally around proposed U.S. laws to rein in Big Tech,139.016998
0,GOOGL,20/09/2021,02:46PM,States rally around proposed U.S. laws to rein in Big Tech,139.016998
0,GOOGL,20/09/2021,01:35PM,OpenSea Releases App: Here's Why You Can't Buy Or Sell NFTs On It,139.016998
0,GOOGL,20/09/2021,12:48PM,S&P 500 Falls as China Credit Contagion Fears Deepen September Slide,139.016998
0,GOOGL,20/09/2021,10:06AM,S&P Slumps as China Contagion Fears Trigger Spike in Volatility,139.016998
0,GOOGL,20/09/2021,09:14AM,Analysts Are Upgrading These 10 Stocks,139.016998
0,GOOGL,20/09/2021,09:00AM,Roku unveils Streaming Stick 4K and 4K+ to rival Amazons Fire Stick 4K Max,139.016998
0,GOOGL,20/09/2021,06:59AM,4 Stocks to Benefit From Continued Demand for AI,139.016998
0,GOOGL,20/09/2021,06:36AM,"The Zacks Analyst Blog Highlights: Alphabet, UnitedHealth, Medtronic, Starbucks and Caterpillar",139.016998
0,GOOGL,19/09/2021,07:01PM,1990s: Google and Friends debut decade best for worker job satisfaction too,141.463501
0,GOOGL,19/09/2021,10:03AM,Sonos Has a Few Laws on Its Side,141.463501
0,GOOGL,19/09/2021,09:45AM,3 Risks to Keep in Mind Before Buying DigitalOcean,141.463501
0,GOOGL,18/09/2021,04:58PM,"UPDATE 1-Navalny allies accuse YouTube, Telegram of censorship in Russian election",141.463501
0,GOOGL,18/09/2021,11:47AM,These 2 Unstoppable Stocks Have Plenty of Room to Run,141.463501
0,GOOGL,18/09/2021,09:51AM,Alphabet (NASDAQ:GOOG.L) shareholders have earned a 28% CAGR over the last five years,141.463501
0,GOOGL,18/09/2021,08:08AM,Navalny allies accuse Telegram of censorship in Russian election,141.463501
0,GOOGL,18/09/2021,07:30AM,"FTC, Biden Antitrust Enforcement Push Takes On Amazon, Google  And The Supreme Court",141.463501
0,GOOGL,18/09/2021,04:09AM,India Watchdog Finds Google Uses Unfair Trade Practices: TOI,141.463501
0,GOOGL,18/09/2021,03:50AM,"India antitrust probe finds Google abused Android dominance, report shows",141.463501
0,GOOGL,17/09/2021,03:04PM,"Top Stock Reports for Alphabet, UnitedHealth & Medtronic",141.463501
0,GOOGL,17/09/2021,02:10PM,C3.ai Is a High-Priced Growth Stock That Could Still Climb,141.463501
0,GOOGL,17/09/2021,01:15PM,Fintechs Pose A Threat For Conventional Lenders - Read How,141.463501
0,GOOGL,17/09/2021,12:55PM,"Apple, Google Pull Russia Protest-Voting App, Drawing Ire",141.463501
0,GOOGL,17/09/2021,12:22PM,S&P 500 in Second-Weekly Loss as Caution Sets in Ahead of Fed Meeting,141.463501
0,GOOGL,17/09/2021,10:47AM,Why Alphabet (GOOGL) is a Top Momentum Stock for the Long-Term,141.463501
0,GOOGL,17/09/2021,10:46AM,"Uncertainty around taxes could cause stocks to pullback this month, strategist warns",141.463501
0,GOOGL,17/09/2021,10:23AM,AI will exacerbate wealth inequality and help ultra-rich: Ex-Google exec,141.463501
0,GOOGL,17/09/2021,10:04AM,"S&P 500 Sinks as Materials, Tech Weigh",141.463501
0,GOOGL,17/09/2021,10:00AM,Smart Investors Are Watching This Trend Right Now,141.463501
0,GOOGL,17/09/2021,09:57AM,Girish Kumars TenCore Partners is Investing in These 10 Technology Stocks,141.463501
0,GOOGL,17/09/2021,09:34AM,How A.I. will exacerbate inequality between rich & poor: Kai-Fu Lee,141.463501
0,GOOGL,17/09/2021,08:00AM,Columbia Fund Outperforms With Small Number Of Best Ideas,141.463501
0,GOOGL,17/09/2021,05:30AM,"Russian Opposition Blasts Google, Apple For Pulling Vote App",141.463501
0,GOOGL,17/09/2021,05:15AM,UPDATE 2-Putin's foes accuse Google and Apple of caving to Kremlin pressure,141.463501
0,GOOGL,17/09/2021,05:15AM,"Kremlin hails decision by Apple, Google to delete opposition election app",141.463501
0,GOOGL,17/09/2021,02:08AM,"Google, Apple remove Navalny app from stores as Russian elections begin",141.463501
0,GOOGL,17/09/2021,02:03AM,"Google, Apple remove Navalny app from stores as Russian elections begin",141.463501
0,GOOGL,16/09/2021,05:45PM,Alphabet (GOOGL) Dips More Than Broader Markets: What You Should Know,144.373505
0,GOOGL,16/09/2021,04:39PM,10 Tech Stocks to Invest in Today According to Thomas E. Claugus GMT Capital,144.373505
0,GOOGL,16/09/2021,03:00PM,This map shows the most-searched pumpkin spice foods in every state,144.373505
0,GOOGL,16/09/2021,02:06PM,Altcoins Like Bitcoin Cash and Litecoin Were Thrust Into the Limelight by AMC Today,144.373505
0,GOOGL,16/09/2021,01:20PM,Microsoft (MSFT) Board Approves $60B Share Repurchase Program,144.373505
0,GOOGL,16/09/2021,12:17PM,"S&P 500 Closes Down, but Above Lows Despite Fresh Worries of Fed Tightening",144.373505
0,GOOGL,16/09/2021,11:29AM,How Facebook plans to earn peoples trust with its Novi digital wallet,144.373505
0,GOOGL,16/09/2021,10:49AM,"S&P 500 Off Session Lows, but Surprise Rise in Retail Sales Stokes Fed Fears",144.373505
0,GOOGL,16/09/2021,10:31AM,"Top 10 Stock Picks of Ryan Fricks Dorsal Capital: Facebook, Snap and More",144.373505
0,GOOGL,16/09/2021,10:25AM,Is Google Stock A Buy? Internet Search Giant Tops Among FANG Stocks In 2021,144.373505
0,GOOGL,16/09/2021,10:20AM,Is Snowflake Stock A Buy? Data Analytics Specialist Rides Cloud Computing Wave,144.373505
0,GOOGL,16/09/2021,10:15AM,Is Salesforce Stock A Buy? Slack Integration Roadmap Expected At Dreamforce,144.373505
0,GOOGL,16/09/2021,09:39AM,"Metaverse raises scary question on surveillance of users, ex-Google exec says",144.373505
0,GOOGL,16/09/2021,09:22AM,Is Roku Stock a Buy?,144.373505
0,GOOGL,16/09/2021,07:15AM,3 Long-Term Investments You'll Thank Yourself for Later,144.373505
0,GOOGL,16/09/2021,06:00AM,Metaverse raises scary question on surveillance of users: Kai-Fu Lee,144.373505
0,GOOGL,16/09/2021,06:00AM,Byjus Buys Coding Site Tynker for $200 Million to Grow in U.S.,144.373505
0,GOOGL,16/09/2021,05:20AM,Bull of the Day: The Trade Desk (TTD),144.373505
1,GOOGL,15/09/2021,10:16PM,Forget fourth stimulus  these stocks offer income checks growing as fast as 11%,145.205994
1,GOOGL,15/09/2021,05:25PM,10 Cheap Space Stocks Popular On Reddit,145.205994
1,GOOGL,15/09/2021,04:43PM,25 Largest ETFs by Assets Under Management,145.205994
1,GOOGL,15/09/2021,04:21PM,Startup aims to help busy moms with personal assistant service,145.205994
1,GOOGL,15/09/2021,03:01PM,"Tech Giants Used Loopholes to Duck Merger Reviews, FTC Says",145.205994
1,GOOGL,15/09/2021,02:42PM,Goldman Sachs on Apple: Delta variant will make iPhone sales 'challenging',145.205994
